_dataorbit_sync_id,_dataorbit_synced_at,id,first_name,last_name,email,is_active,is_contractor,roles,cost_rate,default_hourly_rate,weekly_capacity,created_at,updated_at
33b5950e-cfd7-4a7f-884c-698fda42adfa,2026-03-27 17:37:47,2000001,Owen,Garcia,owen.garcia.1@agency.example.com,True,False,"[""Contributor""]",47.95,139.19,126000,2024-07-06 18:23:05,2026-01-29 13:11:15
98fd45fe-4b69-4f13-9bb4-e2a60f5a587e,2026-03-27 17:37:47,2000002,Ruby,Patel,ruby.patel.2@agency.example.com,True,False,"[""Executive""]",41.23,131.36,162000,2024-05-27 17:49:33,2026-03-12 22:46:42
884611a4-98ea-409a-ba85-c99c737f741d,2026-03-27 17:37:47,2000003,Iris,Kim,iris.kim.3@agency.example.com,True,False,"[""Manager""]",59.39,141.75,162000,2024-10-14 04:04:54,2026-03-03 00:31:41
15a31362-f94f-4a2a-85db-4fea89fb0b08,2026-03-27 17:37:47,2000004,Kai,Reed,kai.reed.4@agency.example.com,True,False,"[""Contributor""]",80.21,264.65,144000,2025-11-14 05:05:49,2026-03-01 13:57:45
9699e416-119e-48f4-a8cb-6cf96c330884,2026-03-27 17:37:47,2000005,Jude,Price,jude.price.5@agency.example.com,True,False,"[""Contributor""]",46.49,116.7,126000,2025-05-27 08:08:23,2026-02-11 04:10:25
537313de-117f-40ed-b927-b2a37d0e4e56,2026-03-27 17:37:47,2000006,Ruby,Brooks,ruby.brooks.6@agency.example.com,True,True,"[""Executive""]",39.41,90.69,162000,2025-06-16 17:16:30,2026-03-14 23:33:37
809f63f3-2b07-43b6-9474-47a416f97226,2026-03-27 17:37:47,2000007,Mia,Price,mia.price.7@agency.example.com,True,False,"[""Executive""]",47.78,153.03,144000,2024-12-07 00:57:42,2026-03-15 17:25:15
73d6e1c5-0bb1-427a-8052-1af967be2de4,2026-03-27 17:37:47,2000008,Liam,Khan,liam.khan.8@agency.example.com,True,False,"[""Executive""]",59.57,165.68,126000,2025-09-08 02:01:24,2026-02-26 11:21:21
5de3d134-b476-4626-bb38-cc1867b64e75,2026-03-27 17:37:47,2000009,Mila,Price,mila.price.9@agency.example.com,True,False,"[""Contributor""]",89.3,203.71,162000,2024-05-07 23:59:40,2026-01-26 19:35:41
2855d5b7-9cfe-4e1e-bfab-3137564fa22b,2026-03-27 17:37:47,2000010,Luna,Wright,luna.wright.10@agency.example.com,True,False,"[""Contributor""]",61.44,178.71,162000,2024-08-09 10:13:42,2026-03-13 20:09:37
09be9607-98ed-4eec-b2fd-d50fdd5c4912,2026-03-27 17:37:47,2000011,Isla,Lopez,isla.lopez.11@agency.example.com,True,True,"[""Manager""]",84.03,200.6,144000,2025-08-20 18:16:20,2026-03-10 03:17:46
a9637cdd-71ef-4fe0-975d-7bd91edc9107,2026-03-27 17:37:47,2000012,Isla,Khan,isla.khan.12@agency.example.com,True,False,"[""Contributor""]",52.17,140.87,126000,2024-08-19 01:01:32,2026-03-08 23:25:11
08940d81-89c5-4440-92b5-82de41121a6e,2026-03-27 17:37:47,2000013,Jude,Nguyen,jude.nguyen.13@agency.example.com,True,False,"[""Executive""]",84.28,225.8,162000,2025-04-05 18:03:13,2026-02-03 12:11:25
4c6882c4-8abb-4f14-b614-5bce78e55d7a,2026-03-27 17:37:47,2000014,Isla,Parker,isla.parker.14@agency.example.com,False,False,"[""Executive""]",57.55,186.32,144000,2025-07-16 21:30:25,2026-01-31 20:36:09
0102dc18-ebcf-46d7-b959-e442ce991f2a,2026-03-27 17:37:47,2000015,Zoe,Bailey,zoe.bailey.15@agency.example.com,True,False,"[""Manager""]",44.84,139.16,162000,2025-10-30 19:55:46,2026-02-25 06:09:58
7ab67bcc-8399-419a-acdd-8e1ace67b3fa,2026-03-27 17:37:47,2000016,Iris,Shah,iris.shah.16@agency.example.com,True,True,"[""Executive""]",51.62,118.72,144000,2024-10-09 12:12:01,2026-02-08 14:28:02
45517719-aa60-409a-a97d-6e4ef03aa717,2026-03-27 17:37:47,2000017,Jude,Shah,jude.shah.17@agency.example.com,False,False,"[""Contributor""]",85.05,273.63,126000,2025-04-08 09:09:57,2026-02-13 06:56:44
42fc7e2d-d158-4831-bace-3ade6e288541,2026-03-27 17:37:47,2000018,Owen,Patel,owen.patel.18@agency.example.com,True,False,"[""Executive""]",93.89,284.38,126000,2025-06-19 11:48:29,2026-03-01 05:42:51
063212fd-6d90-4f95-8095-00a292563fb3,2026-03-27 17:37:47,2000019,Liam,Shah,liam.shah.19@agency.example.com,True,False,"[""Manager""]",27.22,78.65,144000,2024-04-05 22:46:22,2026-02-23 18:33:51
2fec55fa-6864-49b1-a717-fe7e5f0f8322,2026-03-27 17:37:47,2000020,Evan,Brooks,evan.brooks.20@agency.example.com,True,False,"[""Contributor""]",92.32,299.39,144000,2025-08-17 23:28:21,2026-03-24 10:51:37
ced1ce0e-ec1c-4799-a997-f1f1e44cc5c4,2026-03-27 17:37:47,2000021,Kai,Bennett,kai.bennett.21@agency.example.com,True,False,"[""Manager""]",56.07,124.23,126000,2025-05-09 17:15:55,2026-02-05 19:45:04
62a72c86-6722-422e-82f3-aedaf8d003c3,2026-03-27 17:37:47,2000022,Evan,Wright,evan.wright.22@agency.example.com,True,False,"[""Executive""]",55.68,131.31,126000,2024-06-02 19:59:18,2026-03-26 10:38:59
1df09273-0b49-4589-9869-dbdb39d9e04c,2026-03-27 17:37:47,2000023,Isla,Brooks,isla.brooks.23@agency.example.com,True,False,"[""Contributor""]",62.91,201.32,162000,2025-08-28 06:12:28,2026-02-27 03:12:57
9d16bb4b-ca8b-4717-8d06-39cbbf8dc15b,2026-03-27 17:37:47,2000024,Aria,Reed,aria.reed.24@agency.example.com,False,True,"[""Manager""]",36.73,109.95,126000,2025-08-11 02:18:29,2026-03-15 12:12:22
00b1a3da-5b1b-4a54-9939-9dcf23f40d8f,2026-03-27 17:37:47,2000025,Mia,Kim,mia.kim.25@agency.example.com,True,True,"[""Executive""]",40.29,101.76,144000,2024-04-11 07:25:50,2026-03-16 01:21:28
6786944d-9438-4bc1-b231-b86ced6c2078,2026-03-27 17:37:47,2000026,Isla,Nguyen,isla.nguyen.26@agency.example.com,True,False,"[""Contributor""]",53.12,175.15,126000,2025-05-21 06:21:31,2026-02-17 15:53:27
aa9af799-066f-4cee-affb-b4a199db2410,2026-03-27 17:37:47,2000027,Ava,Brooks,ava.brooks.27@agency.example.com,True,False,"[""Contributor""]",33.48,77.16,144000,2025-11-08 09:30:09,2026-02-23 21:16:56
a853f014-cccf-446b-ac24-d83af26468cf,2026-03-27 17:37:47,2000028,Nora,Reed,nora.reed.28@agency.example.com,True,False,"[""Executive""]",65.93,182.59,126000,2024-07-14 10:21:19,2026-01-30 04:48:45
7df457fb-e117-4892-93c3-df35a66cefa6,2026-03-27 17:37:47,2000029,Nora,Nguyen,nora.nguyen.29@agency.example.com,False,False,"[""Manager""]",45.7,102.74,126000,2024-12-15 01:09:38,2026-01-30 21:23:41
fe5e1e6a-6f90-4aaa-a2bf-a75008653026,2026-03-27 17:37:47,2000030,Kai,Garcia,kai.garcia.30@agency.example.com,True,False,"[""Contributor""]",59.15,180.41,144000,2025-07-21 00:55:15,2026-01-31 04:21:19
6e2d53f3-10bb-4891-aa0f-2a80778d61c9,2026-03-27 17:37:47,2000031,Ezra,Kim,ezra.kim.31@agency.example.com,False,True,"[""Executive""]",32.29,104.58,126000,2024-05-15 18:05:14,2026-02-15 09:49:04
e999efb3-6b65-4a58-8512-d544b4e0dc9c,2026-03-27 17:37:47,2000032,Ivy,Allen,ivy.allen.32@agency.example.com,True,False,"[""Contributor""]",47.7,108.86,144000,2024-07-15 10:28:28,2026-03-08 01:00:33
a0cd58f4-fa5f-44c5-b6d4-92dee61e7d30,2026-03-27 17:37:47,2000033,Leo,Wright,leo.wright.33@agency.example.com,True,False,"[""Manager""]",43.56,96.19,126000,2024-06-04 23:20:34,2026-03-25 09:07:19
203da992-9569-4b49-9882-4e9f94471c55,2026-03-27 17:37:47,2000034,Mila,Carter,mila.carter.34@agency.example.com,True,False,"[""Manager""]",73.47,218.58,162000,2025-04-20 00:12:38,2026-03-27 03:48:32
fc23f160-31ef-4f09-8593-202286b254c6,2026-03-27 17:37:47,2000035,Noah,Clark,noah.clark.35@agency.example.com,True,False,"[""Executive""]",54.32,166.06,144000,2024-05-07 22:54:28,2026-02-14 13:01:39
049d416d-83c0-40c6-9fbc-a8f710aec012,2026-03-27 17:37:47,2000036,Mia,Kim,mia.kim.36@agency.example.com,True,False,"[""Executive""]",59.83,194.25,144000,2024-04-30 09:07:34,2026-02-05 20:56:54
c721238e-395c-4334-8724-b46871a1157c,2026-03-27 17:37:47,2000037,Liam,Bailey,liam.bailey.37@agency.example.com,False,False,"[""Executive""]",31.69,97.6,144000,2024-09-22 10:19:09,2026-02-06 10:15:28
0aba5dc4-677f-402e-8d91-f4cfdbbc2034,2026-03-27 17:37:47,2000038,Zoe,Morgan,zoe.morgan.38@agency.example.com,True,True,"[""Contributor""]",35.03,83.67,162000,2025-03-16 03:16:27,2026-02-13 00:32:28
ea00c315-6a69-4a95-812a-6948e69884b0,2026-03-27 17:37:47,2000039,Kai,Wright,kai.wright.39@agency.example.com,True,False,"[""Manager""]",44.37,113.8,126000,2026-01-18 05:33:42,2026-03-12 22:24:11
043dc76d-4f69-4e18-8bcf-aaa28cc93370,2026-03-27 17:37:47,2000040,Evan,Carter,evan.carter.40@agency.example.com,True,True,"[""Executive""]",57.17,162.13,126000,2025-06-30 05:29:47,2026-03-13 16:56:20
5d36fca9-42c7-4e05-8845-2df5788f9053,2026-03-27 17:37:47,2000041,Evan,Shah,evan.shah.41@agency.example.com,True,False,"[""Executive""]",55.89,191.71,162000,2026-02-23 10:15:24,2026-01-27 05:27:40
d4d46b66-6db2-4ab7-ba38-f05d280649d7,2026-03-27 17:37:47,2000042,Ivy,Patel,ivy.patel.42@agency.example.com,True,False,"[""Manager""]",66.94,154.5,126000,2025-09-17 03:03:56,2026-03-07 05:07:06
f8bad2ec-e6fc-4009-bb67-1de6a7a7e02e,2026-03-27 17:37:47,2000043,Nora,Kim,nora.kim.43@agency.example.com,True,False,"[""Executive""]",45.71,135.24,144000,2025-03-22 22:45:16,2026-02-09 04:38:48
23e0f7d5-267d-4412-8304-32e40bb320e9,2026-03-27 17:37:47,2000044,Kai,Reed,kai.reed.44@agency.example.com,True,False,"[""Contributor""]",68.88,189.67,144000,2025-09-20 22:19:03,2026-03-27 04:51:39
9a6377d3-7a2b-4d0f-a487-1439fa73e8e2,2026-03-27 17:37:47,2000045,Luna,Price,luna.price.45@agency.example.com,True,False,"[""Contributor""]",58.33,175.27,144000,2025-01-06 08:26:09,2026-02-12 18:01:56
a3826db6-5b83-4f75-b9a4-7eedf5d0cab2,2026-03-27 17:37:47,2000046,Luna,Khan,luna.khan.46@agency.example.com,True,False,"[""Contributor""]",30.86,88.09,144000,2024-10-28 23:59:35,2026-02-01 00:31:50
d31850ec-a55a-47cb-9a5c-369c14b311fd,2026-03-27 17:37:47,2000047,Noah,Wright,noah.wright.47@agency.example.com,True,False,"[""Executive""]",56.67,184.26,126000,2024-08-21 00:47:41,2026-03-12 04:33:13
98fa5d03-da63-4287-988a-1bc1baa00a61,2026-03-27 17:37:47,2000048,Noah,Khan,noah.khan.48@agency.example.com,True,False,"[""Manager""]",87.86,252.76,162000,2024-04-14 08:36:25,2026-02-24 04:45:50
8c7dcf0c-6e8d-4581-960c-e3248cb4ed09,2026-03-27 17:37:47,2000049,Ivy,Bailey,ivy.bailey.49@agency.example.com,True,True,"[""Manager""]",45.05,148.01,162000,2025-08-10 11:11:14,2026-02-28 08:16:50
fc3fc630-22a2-4157-806a-ab78afe6ccb0,2026-03-27 17:37:47,2000050,Ivy,Price,ivy.price.50@agency.example.com,True,False,"[""Contributor""]",70.9,171.81,144000,2024-09-19 21:09:05,2026-03-14 17:59:52
3c889851-4780-418a-999a-aa9c6d3b1f95,2026-03-27 17:37:47,2000051,Ella,Clark,ella.clark.51@agency.example.com,True,False,"[""Executive""]",31.28,105.61,126000,2024-07-30 23:38:07,2026-02-18 19:59:21
46888dba-5f58-4895-9091-27134fea45e9,2026-03-27 17:37:47,2000052,Mia,Patel,mia.patel.52@agency.example.com,True,False,"[""Manager""]",65.22,175.1,162000,2024-08-01 00:40:07,2026-03-19 13:06:28
7d1937cf-428c-4782-8bc5-c16c3e814c57,2026-03-27 17:37:47,2000053,Mila,Garcia,mila.garcia.53@agency.example.com,True,False,"[""Contributor""]",42.12,118.61,144000,2025-11-03 12:13:18,2026-03-23 10:30:42
0b3a8234-6101-4b58-9194-d5553530292b,2026-03-27 17:37:47,2000054,Isla,Price,isla.price.54@agency.example.com,True,False,"[""Manager""]",48.71,135.4,126000,2024-12-06 05:32:30,2026-02-01 01:52:02
54862721-a5a0-4209-a4d9-a3e827327e60,2026-03-27 17:37:47,2000055,Jude,Lopez,jude.lopez.55@agency.example.com,True,False,"[""Contributor""]",58.05,142.38,144000,2025-07-09 05:34:06,2026-03-26 11:33:47
0b631a0b-1830-483a-a77b-2ea02039976a,2026-03-27 17:37:47,2000056,Owen,Patel,owen.patel.56@agency.example.com,True,False,"[""Contributor""]",52.83,183.36,162000,2024-06-03 18:35:11,2026-02-16 16:14:09
b062a0b2-49ed-4d00-a198-c542500aa5ed,2026-03-27 17:37:47,2000057,Evan,Carter,evan.carter.57@agency.example.com,True,True,"[""Contributor""]",45.2,127.33,162000,2024-12-13 06:15:03,2026-02-02 03:41:26
d8e99b48-81bf-4011-849a-6f53e30c548f,2026-03-27 17:37:47,2000058,Iris,Brooks,iris.brooks.58@agency.example.com,True,False,"[""Contributor""]",25.28,65.13,144000,2024-04-29 12:54:29,2026-02-25 01:19:27
757864f9-ca79-4e56-b4b4-c9316975c0b7,2026-03-27 17:37:47,2000059,Iris,Clark,iris.clark.59@agency.example.com,True,True,"[""Executive""]",64.15,215.58,144000,2024-08-14 01:22:18,2026-03-15 11:48:30
0ff1f8b4-c8b2-4e17-8230-7aab26dcfa35,2026-03-27 17:37:47,2000060,Ezra,Nguyen,ezra.nguyen.60@agency.example.com,True,False,"[""Executive""]",57.35,177.31,162000,2025-12-23 07:29:21,2026-02-07 08:16:47
e39608fc-b603-4065-9093-edf0186cc7ba,2026-03-27 17:37:47,2000061,Ella,Parker,ella.parker.61@agency.example.com,True,False,"[""Manager""]",60.76,155.21,144000,2025-08-03 22:08:09,2026-03-02 07:07:59
104290b6-ac7c-4ef5-822e-36e853c571c9,2026-03-27 17:37:47,2000062,Liam,Clark,liam.clark.62@agency.example.com,True,False,"[""Contributor""]",62.07,203.27,162000,2025-12-09 00:25:17,2026-02-24 23:10:44
8d14a769-607f-4009-8aaa-e6ab00be4672,2026-03-27 17:37:47,2000063,Aria,Wright,aria.wright.63@agency.example.com,True,False,"[""Manager""]",47.61,111.08,126000,2025-04-22 17:22:01,2026-02-17 04:51:41
ef6a083c-7acc-4934-a742-7afb0579480f,2026-03-27 17:37:47,2000064,Nora,Bailey,nora.bailey.64@agency.example.com,True,False,"[""Manager""]",42.66,139.16,162000,2025-05-08 01:18:50,2026-02-28 22:39:09
8066fdeb-00d5-4243-9faf-240df0e4e48a,2026-03-27 17:37:47,2000065,Leo,Clark,leo.clark.65@agency.example.com,True,False,"[""Manager""]",56.5,155.5,126000,2024-05-27 02:43:14,2026-01-28 13:27:06
